[kbplacer_plugin_action.py:63]: Plugin version: 0.11
[kbplacer_plugin_action.py:64]: Python version: '3.11.5 (main, May 10 2024, 05:24:12) [MSC v.1939 64 bit (AMD64)]'
[kbplacer_plugin_action.py:65]: KiCad version: 8.0.3 with 4.2.0 msw (phoenix) wxWidgets 3.2.4
[kbplacer_dialog.py:585]: Language: en
[kbplacer_plugin_action.py:76]: GUI state: {"layout_path": "C:\\Users\\liuming\\Desktop\\PH60\\PCB_Rev3\\ISO60\\keyboard-layout.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "S{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": false, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 3.08, "y": 3.65, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:310]: Set key 1U distance: 19050000/19050000
[key_placer.py:117]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'col_5', 'row_2'}): ['S34'], frozenset({'col_3', 'row_2'}): ['S32'], frozenset({'col_3', 'row_0'}): ['S4'], frozenset({'col_1', 'row_1'}): ['S16'], frozenset({'col_9', 'row_0'}): ['S10'], frozenset({'col_11', 'row_1'}): ['S26'], frozenset({'row_3', 'col_6'}): ['S48'], frozenset({'col_10', 'row_1'}): ['S25'], frozenset({'col_12', 'row_1'}): ['S27'], frozenset({'col_12', 'row_0'}): ['S13'], frozenset({'row_1', 'col_6'}): ['S21'], frozenset({'col_10', 'row_3'}): ['S52'], frozenset({'col_9', 'row_4'}): ['S59'], frozenset({'row_1', 'col_3'}): ['S18'], frozenset({'col_11', 'row_0'}): ['S12'], frozenset({'row_3', 'col_3'}): ['S45'], frozenset({'row_3', 'col_4'}): ['S46'], frozenset({'row_3', 'col_9'}): ['S51'], frozenset({'row_1', 'col_4'}): ['S19'], frozenset({'row_1', 'col_9'}): ['S24'], frozenset({'col_5', 'row_1'}): ['S20'], frozenset({'col_6', 'row_0'}): ['S7'], frozenset({'row_3', 'col_2'}): ['S44'], frozenset({'row_3', 'col_0'}): ['S42'], frozenset({'col_6', 'row_2'}): ['S35'], frozenset({'col_6', 'row_4'}): ['S58'], frozenset({'col_0', 'row_2'}): ['S29'], frozenset({'row_3', 'col_8'}): ['S50'], frozenset({'col_1', 'row_2'}): ['S30'], frozenset({'col_11', 'row_4'}): ['S61'], frozenset({'col_8', 'row_0'}): ['S9'], frozenset({'col_4', 'row_2'}): ['S33'], frozenset({'col_7', 'row_1'}): ['S22'], frozenset({'col_7', 'row_2'}): ['S36'], frozenset({'col_13', 'row_2'}): ['S41'], frozenset({'col_13', 'row_4'}): ['S62'], frozenset({'col_11', 'row_3'}): ['S53'], frozenset({'row_1', 'col_8'}): ['S23'], frozenset({'row_1', 'col_13'}): ['S28'], frozenset({'col_5', 'row_3'}): ['S47'], frozenset({'col_9', 'row_2'}): ['S38'], frozenset({'col_7', 'row_0'}): ['S8'], frozenset({'col_4', 'row_0'}): ['S5'], frozenset({'row_1', 'col_2'}): ['S17'], frozenset({'col_8', 'row_2'}): ['S37'], frozenset({'col_5', 'row_0'}): ['S6'], frozenset({'col_13', 'row_0'}): ['S14'], frozenset({'row_0', 'col_0'}): ['S1'], frozenset({'col_2', 'row_4'}): ['S57'], frozenset({'row_3', 'col_13'}): ['S54'], frozenset({'row_1', 'col_0'}): ['S15'], frozenset({'col_11', 'row_2'}): ['S40'], frozenset({'col_10', 'row_4'}): ['S60'], frozenset({'col_1', 'row_0'}): ['S2'], frozenset({'col_10', 'row_0'}): ['S11'], frozenset({'col_0', 'row_4'}): ['S55'], frozenset({'col_7', 'row_3'}): ['S49'], frozenset({'col_1', 'row_3'}): ['S43'], frozenset({'col_10', 'row_2'}): ['S39'], frozenset({'col_2', 'row_2'}): ['S31'], frozenset({'col_2', 'row_0'}): ['S3'], frozenset({'col_1', 'row_4'}): ['S56']})
[key_placer.py:121]: Diodes by switch: {'S44': ['D44'], 'S49': ['D49'], 'S31': ['D31'], 'S1': ['D1'], 'S2': ['D2'], 'S50': ['D50'], 'S59': ['D59'], 'S3': ['D3'], 'S52': ['D52'], 'S36': ['D36'], 'S61': ['D61'], 'S19': ['D19'], 'S38': ['D38'], 'S46': ['D46'], 'S43': ['D43'], 'S41': ['D41'], 'S11': ['D11'], 'S27': ['D27'], 'S25': ['D25'], 'S5': ['D5'], 'S62': ['D62'], 'S15': ['D15'], 'S12': ['D12'], 'S30': ['D30'], 'S9': ['D9'], 'S42': ['D42'], 'S18': ['D18'], 'S17': ['D17'], 'S47': ['D47'], 'S24': ['D24'], 'S60': ['D60'], 'S32': ['D32'], 'S10': ['D10'], 'S53': ['D53'], 'S21': ['D21'], 'S57': ['D57'], 'S34': ['D34'], 'S22': ['D22'], 'S33': ['D33'], 'S14': ['D14'], 'S28': ['D28'], 'S7': ['D7'], 'S13': ['D13'], 'S39': ['D39'], 'S40': ['D40'], 'S29': ['D29'], 'S4': ['D4'], 'S35': ['D35'], 'S8': ['D8'], 'S51': ['D51'], 'S55': ['D55'], 'S20': ['D20'], 'S6': ['D6'], 'S26': ['D26'], 'S45': ['D45'], 'S56': ['D56'], 'S23': ['D23'], 'S16': ['D16'], 'S48': ['D48'], 'S37': ['D37'], 'S54': ['D54'], 'S58': ['D58']}
[kle_serial.py:885]: User layout: [['¬\n`', '!\n1', '"\n2', '£\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'x': 0.25, 'w': 1.25, 'h': 2, 'w2': 1.5, 'h2': 1, 'x2': -0.25}, 'Enter'], [{'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', "@\n'", '~\n#'], [{'w': 1.25}, 'Shift', '|\n\\', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 2.75}, 'Shift'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4, 'w': 1.25}, 'AltGr', {'w': 1.25}, 'Win', {'w': 1.25}, 'Menu', {'w': 1.25}, 'Ctrl']]
[key_placer.py:610]: Layout offset: (28575000, 28575000)
[board_modifier.py:84]: Setting D17 footprint position: (88805000, 60800000)
[board_modifier.py:97]: Getting S18 footprint position: (104775000, 57150000)
[board_modifier.py:84]: Setting D18 footprint position: (107855000, 60800000)
[board_modifier.py:97]: Getting S19 footprint position: (123825000, 57150000)
[board_modifier.py:84]: Setting D19 footprint position: (126905000, 60800000)
[board_modifier.py:97]: Getting S20 footprint position: (142875000, 57150000)
[board_modifier.py:84]: Setting D20 footprint position: (145955000, 60800000)
[board_modifier.py:97]: Getting S21 footprint position: (161925000, 57150000)
[board_modifier.py:84]: Setting D21 footprint position: (165005000, 60800000)
[board_modifier.py:97]: Getting S22 footprint position: (180975000, 57150000)
[board_modifier.py:84]: Setting D22 footprint position: (184055000, 60800000)
[board_modifier.py:97]: Getting S23 footprint position: (200025000, 57150000)
[board_modifier.py:84]: Setting D23 footprint position: (203105000, 60800000)
[board_modifier.py:97]: Getting S24 footprint position: (219075000, 57150000)
[board_modifier.py:84]: Setting D24 footprint position: (222155000, 60800000)
[board_modifier.py:97]: Getting S25 footprint position: (238125000, 57150000)
[board_modifier.py:84]: Setting D25 footprint position: (241205000, 60800000)
[board_modifier.py:97]: Getting S26 footprint position: (257175000, 57150000)
[board_modifier.py:84]: Setting D26 footprint position: (260255000, 60800000)
[board_modifier.py:97]: Getting S27 footprint position: (276225000, 57150000)
[board_modifier.py:84]: Setting D27 footprint position: (279305000, 60800000)
[board_modifier.py:97]: Getting S28 footprint position: (302418750, 66675000)
[board_modifier.py:84]: Setting D28 footprint position: (305498750, 70325000)
[board_modifier.py:97]: Getting S29 footprint position: (45243750, 76200000)
[board_modifier.py:84]: Setting D29 footprint position: (48323750, 79850000)
[board_modifier.py:97]: Getting S30 footprint position: (71437500, 76200000)
[board_modifier.py:84]: Setting D30 footprint position: (74517500, 79850000)
[board_modifier.py:97]: Getting S31 footprint position: (90487500, 76200000)
[board_modifier.py:84]: Setting D31 footprint position: (93567500, 79850000)
[board_modifier.py:97]: Getting S32 footprint position: (109537500, 76200000)
[board_modifier.py:84]: Setting D32 footprint position: (112617500, 79850000)
[board_modifier.py:97]: Getting S33 footprint position: (128587500, 76200000)
[board_modifier.py:84]: Setting D33 footprint position: (131667500, 79850000)
[board_modifier.py:97]: Getting S34 footprint position: (147637500, 76200000)
[board_modifier.py:84]: Setting D34 footprint position: (150717500, 79850000)
[board_modifier.py:97]: Getting S35 footprint position: (166687500, 76200000)
[board_modifier.py:84]: Setting D35 footprint position: (169767500, 79850000)
[board_modifier.py:97]: Getting S36 footprint position: (185737500, 76200000)
[board_modifier.py:84]: Setting D36 footprint position: (188817500, 79850000)
[board_modifier.py:97]: Getting S37 footprint position: (204787500, 76200000)
[board_modifier.py:84]: Setting D37 footprint position: (207867500, 79850000)
[board_modifier.py:97]: Getting S38 footprint position: (223837500, 76200000)
[board_modifier.py:84]: Setting D38 footprint position: (226917500, 79850000)
[board_modifier.py:97]: Getting S39 footprint position: (242887500, 76200000)
[board_modifier.py:84]: Setting D39 footprint position: (245967500, 79850000)
[board_modifier.py:97]: Getting S40 footprint position: (261937500, 76200000)
[board_modifier.py:84]: Setting D40 footprint position: (265017500, 79850000)
[board_modifier.py:97]: Getting S41 footprint position: (280987500, 76200000)
[board_modifier.py:84]: Setting D41 footprint position: (284067500, 79850000)
[board_modifier.py:97]: Getting S42 footprint position: (40481250, 95250000)
[board_modifier.py:84]: Setting D42 footprint position: (43561250, 98900000)
[board_modifier.py:97]: Getting S43 footprint position: (61912500, 95250000)
[board_modifier.py:84]: Setting D43 footprint position: (64992500, 98900000)
[board_modifier.py:97]: Getting S44 footprint position: (80962500, 95250000)
[board_modifier.py:84]: Setting D44 footprint position: (84042500, 98900000)
[board_modifier.py:97]: Getting S45 footprint position: (100012500, 95250000)
[board_modifier.py:84]: Setting D45 footprint position: (103092500, 98900000)
[board_modifier.py:97]: Getting S46 footprint position: (119062500, 95250000)
[board_modifier.py:84]: Setting D46 footprint position: (122142500, 98900000)
[board_modifier.py:97]: Getting S47 footprint position: (138112500, 95250000)
[board_modifier.py:84]: Setting D47 footprint position: (141192500, 98900000)
[board_modifier.py:97]: Getting S48 footprint position: (157162500, 95250000)
[board_modifier.py:84]: Setting D48 footprint position: (160242500, 98900000)
[board_modifier.py:97]: Getting S49 footprint position: (176212500, 95250000)
[board_modifier.py:84]: Setting D49 footprint position: (179292500, 98900000)
[board_modifier.py:97]: Getting S50 footprint position: (195262500, 95250000)
[board_modifier.py:84]: Setting D50 footprint position: (198342500, 98900000)
[board_modifier.py:97]: Getting S51 footprint position: (214312500, 95250000)
[board_modifier.py:84]: Setting D51 footprint position: (217392500, 98900000)
[board_modifier.py:97]: Getting S52 footprint position: (233362500, 95250000)
[board_modifier.py:84]: Setting D52 footprint position: (236442500, 98900000)
[board_modifier.py:97]: Getting S53 footprint position: (252412500, 95250000)
[board_modifier.py:84]: Setting D53 footprint position: (255492500, 98900000)
[board_modifier.py:97]: Getting S54 footprint position: (288131250, 95250000)
[board_modifier.py:84]: Setting D54 footprint position: (291211250, 98900000)
[board_modifier.py:97]: Getting S55 footprint position: (40481250, 114300000)
[board_modifier.py:84]: Setting D55 footprint position: (43561250, 117950000)
[board_modifier.py:97]: Getting S56 footprint position: (64293750, 114300000)
[board_modifier.py:84]: Setting D56 footprint position: (67373750, 117950000)
[board_modifier.py:97]: Getting S57 footprint position: (88106250, 114300000)
[board_modifier.py:84]: Setting D57 footprint position: (91186250, 117950000)
[board_modifier.py:97]: Getting S58 footprint position: (159543750, 114300000)
[board_modifier.py:84]: Setting D58 footprint position: (162623750, 117950000)
[board_modifier.py:97]: Getting S59 footprint position: (230981250, 114300000)
[board_modifier.py:84]: Setting D59 footprint position: (234061250, 117950000)
[board_modifier.py:97]: Getting S60 footprint position: (254793750, 114300000)
[board_modifier.py:84]: Setting D60 footprint position: (257873750, 117950000)
[board_modifier.py:97]: Getting S61 footprint position: (278606250, 114300000)
[board_modifier.py:84]: Setting D61 footprint position: (281686250, 117950000)
[board_modifier.py:97]: Getting S62 footprint position: (302418750, 114300000)
[board_modifier.py:84]: Setting D62 footprint position: (305498750, 117950000)
[board_modifier.py:438]: Routing at B.Cu layer
[board_modifier.py:504]: Routing pad 'D1:1' at (41180000, 43400000) with pad 'D2:1' at (60230000, 43400000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:367]: Adding track segment (B.Cu): [(41180000, 43400000), (60230000, 43400000)]
[board_modifier.py:375]: Could not add track segment due to detected collision
[board_modifier.py:438]: Routing at B.Cu layer
[board_modifier.py:504]: Routing pad 'D2:1' at (60230000, 43400000) with pad 'D3:1' at (79280000, 43400000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:367]: Adding track segment (B.Cu): [(60230000, 43400000), (79280000, 43400000)]
[board_modifier.py:375]: Could not add track segment due to detected collision
[board_modifier.py:438]: Routing at B.Cu layer
[board_modifier.py:504]: Routing pad 'D3:1' at (79280000, 43400000) with pad 'D4:1' at (98330000, 43400000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:367]: Adding track segment (B.Cu): [(79280000, 43400000), (98330000, 43400000)]
[board_modifier.py:375]: Could not add track segment due to detected collision
[board_modifier.py:438]: Routing at B.Cu layer
[board_modifier.py:504]: Routing pad 'D4:1' at (98330000, 43400000) with pad 'D5:1' at (117380000, 43400000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:367]: Adding track segment (B.Cu): [(98330000, 43400000), (117380000, 43400000)]
[board_modifier.py:375]: Could not add track segment due to detected collision
[board_modifier.py:438]: Routing at B.Cu layer
[board_modifier.py:504]: Routing pad 'D5:1' at (117380000, 43400000) with pad 'D6:1' at (136430000, 43400000) using coordinate system rotated by 0 degree(s)
[board_modifier.py:367]: Adding track segment (B.Cu): [(117380000, 43400000), (136430000, 43400000)]
